-195,-100,0
-194,-105.5555555555556,7.856742013183863
-193,-95.45454545454545,6.428243465332252
-192,-95.45454545454545,6.428243465332252
-191,-105.5555555555556,7.856742013183863
-189,-111.4583333333333,6.712392787316377
-186,-109.9206349206349,8.464575003056167
-167,-104.1077441077441,8.3772002673267
-165,-106.3804713804714,9.131137277120938
-164,-105.4545454545454,7.70027539198586
-163,-104.8120089786756,9.215685024137111
-162,-105.4545454545454,7.70027539198586
-158,-102.9708853238265,7.754380624190547
-156,-102.6262626262626,7.951710482238146
-155,-103.0897207367796,8.499795848476644
-135,-90.54556554556554,9.452723872857538
-134,-88.22745881569411,9.365037666617614
-127,-87.1250971250971,8.87049176428058
-126,-81.96191063838124,9.21009169471631
-125,-84.01297776297777,9.301692648232997
-118,-80.71242483007188,6.531209276059432
-114,-79.12342287342287,8.467958062248194
-112,-77.82497833049302,8.144325022089863
-110,-75.6894698438816,8.881600697508667
-109,-74.25010084323809,9.960317191685636
-107,-71.62074681424525,8.400443070486061
-97,-66.81135342126053,9.941189050736533
-79,-49.9381358415824,9.036789798691458
-74,-44.87490035638314,9.658249993038801
-72,-43.6070581253231,9.729666240349086
-71,-44.03108081486353,6.356876558624094
-69,-41.24034363791947,9.511017531430943
-68,-43.21418902220114,7.179439043693971
-67,-40.03568952685782,9.674498020575951
-65,-37.62015758409499,8.818405794031793
-64,-41.24146296140021,8.296280764536137
-61,-34.23472696200283,8.450421382423757
-60,-38.90853044614398,7.174003470502059
-55,-36.24636790409591,9.014908881264599
-51,-31.75454420782537,9.844024531519819
-29,-22.83262195773771,9.57927974872079
-27,-18.0580384527753,9.491661821471014
-26,-18.30387857510175,9.777569171212079
-25,-13.58688875907369,9.978188992401783
-24,-16.72683939291375,2.656900059146878
-23,-20.36575700234236,8.185536723227369
-22,-11.88029156912362,6.926210829528634
-21,-9.302570663669037,6.457912755729628
-20,-11.51043978461359,3.934224656832573
-19,-11.41025641025641,1.994403741808211
-18,-8.61625566446881,2.660286393630913
-17,-6.622516556291391,0
-16,-2.949852507374631,5.109294417607308
-15,-4.484304932735426,0
-5,0,0
-1,0,0
0,0,0
1,0,0
4,0.2525890376357666,0
23,3.856041131105398,0
24,0,0
27,3.333333333333333,4.714045207910317
30,7.081097197376267,0.9487121393379434
31,5.813953488372093,8.22217187426218
32,4.831549174752068,4.582285420861223
34,8.64475945017182,7.944376855814489
35,9.867487845258118,7.304497371471223
36,11.32762593536806,3.775391822678964
37,13.16393737519369,5.106754807966934
38,11.29514312847646,9.479062838913713
39,14.28297090869393,4.531537053046016
40,15.2907613284122,5.336129444986874
41,18.83416716567608,5.156663148993296
42,19.21329759424933,5.019132567575172
43,19.35625828455278,5.378663532964658
44,20.13217897516644,6.212098451017425
45,22.16544650346546,6.712016430318302
47,23.19175269041163,6.265362987110485
48,21.95968087692284,8.366384172981812
49,28.76330791301721,6.686228246531014
50,25.47113227491807,7.065107231101849
51,26.64782129067843,6.948886125951832
52,27.51820339068266,5.982679853678832
53,30.40047709998449,6.93375938851372
54,28.91560083108807,6.724255870432343
56,29.95117170425594,8.208440318903968
58,30.74142532474098,9.456955411557683
59,30.63701527580066,9.496324732574912
60,36.65753936375405,9.967766752576656
64,38.32631142172032,8.680806911870137
69,42.43291852855491,8.517709604976272
77,47.64662401384152,9.845478178817404
79,49.51854723236839,9.987563879117017
82,54.26599320124694,9.788267781345178
89,60.20064148289121,9.497246628524387
173,116.2457912457912,9.866813644506804
179,116.2037037037037,9.968618924517687
184,116.468253968254,9.589403237775251
191,125,0
193,125,0
194,125,0
195,41.66666666666666,0
